kyoku_id,hanchan_id,room_class_label,honba,kyotaku,oya_rel,seat0_player_name,seat1_player_name,seat2_player_name,seat3_player_name,oya_player_name
20260403143738_0002,20260403143738,一般卓,2,0,2,パシフィック,himeyonn,qinqin7,eita,qinqin7
20260403143738_0100,20260403143738,一般卓,0,0,3,パシフィック,himeyonn,qinqin7,eita,eita
20260403143738_0200,20260403143738,一般卓,0,0,0,パシフィック,himeyonn,qinqin7,eita,パシフィック
20260403143738_0300,20260403143738,一般卓,0,0,1,パシフィック,himeyonn,qinqin7,eita,himeyonn
20260403151827_0000,20260403151827,上級卓,0,0,1,パシフィック,masa1125,はまはまみこみこ,1963414,masa1125
20260403151827_0100,20260403151827,上級卓,0,0,2,パシフィック,masa1125,はまはまみこみこ,1963414,はまはまみこみこ
20260403151827_0200,20260403151827,上級卓,0,0,3,パシフィック,masa1125,はまはまみこみこ,1963414,1963414
20260403151827_0201,20260403151827,上級卓,1,0,3,パシフィック,masa1125,はまはまみこみこ,1963414,1963414
20260403151827_0202,20260403151827,上級卓,2,0,3,パシフィック,masa1125,はまはまみこみこ,1963414,1963414
20260403151827_0203,20260403151827,上級卓,3,0,3,パシフィック,masa1125,はまはまみこみこ,1963414,1963414
20260403151827_0300,20260403151827,上級卓,0,0,0,パシフィック,masa1125,はまはまみこみこ,1963414,パシフィック
20260403151827_0400,20260403151827,上級卓,0,0,1,パシフィック,masa1125,はまはまみこみこ,1963414,masa1125
20260403151827_0500,20260403151827,上級卓,0,0,2,パシフィック,masa1125,はまはまみこみこ,1963414,はまはまみこみこ
20260403160620_0000,20260403160620,上級卓,0,0,2,パシフィック,キクジ,北北のヨッシーⅡ,マオマオ,北北のヨッシーⅡ
20260403160620_0001,20260403160620,上級卓,1,0,2,パシフィック,キクジ,北北のヨッシーⅡ,マオマオ,北北のヨッシーⅡ
20260403163215_0000,20260403163215,,0,0,0,パシフィック,エル・シコデリコ,k-mori,913149,パシフィック
20260403163215_0100,20260403163215,,0,0,1,パシフィック,エル・シコデリコ,k-mori,913149,エル・シコデリコ
20260403163215_0200,20260403163215,,0,1,2,パシフィック,エル・シコデリコ,k-mori,913149,k-mori
20260403164257_0000,20260403164257,一般卓,0,0,2,パシフィック,百事可楽,Moriotto,michi,Moriotto
20260403164257_0001,20260403164257,一般卓,1,0,2,パシフィック,百事可楽,Moriotto,michi,Moriotto
20260403164257_0002,20260403164257,一般卓,2,0,2,パシフィック,百事可楽,Moriotto,michi,Moriotto
20260403164257_0003,20260403164257,一般卓,3,1,2,パシフィック,百事可楽,Moriotto,michi,Moriotto
20260403164257_0100,20260403164257,一般卓,0,0,3,パシフィック,百事可楽,Moriotto,michi,michi
20260403164257_0200,20260403164257,一般卓,0,0,0,パシフィック,百事可楽,Moriotto,michi,パシフィック
20260403171702_0000,20260403171702,一般卓,0,0,3,パシフィック,Kan73,NoName,爺い,爺い
20260403171702_0001,20260403171702,一般卓,1,0,3,パシフィック,Kan73,NoName,爺い,爺い
20260403171702_0100,20260403171702,一般卓,0,0,0,パシフィック,Kan73,NoName,爺い,パシフィック
20260403171702_0200,20260403171702,一般卓,0,0,1,パシフィック,Kan73,NoName,爺い,Kan73
20260403171702_0201,20260403171702,一般卓,1,0,1,パシフィック,Kan73,NoName,爺い,Kan73
20260403171702_0202,20260403171702,一般卓,2,0,1,パシフィック,Kan73,NoName,爺い,Kan73
20260403171702_0203,20260403171702,一般卓,3,0,1,パシフィック,Kan73,NoName,爺い,Kan73
20260403171702_0304,20260403171702,一般卓,4,0,2,パシフィック,Kan73,NoName,爺い,NoName
20260403183514_0000,20260403183514,一般卓,0,0,3,パシフィック,NoName,ジャン士S,ゆりあああああ,ゆりあああああ
20260403183514_0100,20260403183514,一般卓,0,0,0,パシフィック,NoName,ジャン士S,ゆりあああああ,パシフィック
20260403183514_0200,20260403183514,一般卓,0,0,1,パシフィック,NoName,ジャン士S,ゆりあああああ,NoName
20260403194456_0000,20260403194456,上級卓,0,0,1,パシフィック,somen99,ぐんまのかぜ,雀雀雀～,somen99
20260403194456_0001,20260403194456,上級卓,1,0,1,パシフィック,somen99,ぐんまのかぜ,雀雀雀～,somen99
20260403195345_0000,20260403195345,一般卓,0,1,2,パシフィック,クニエ,Matchi,NoName,Matchi
20260403195345_0100,20260403195345,一般卓,0,0,3,パシフィック,クニエ,Matchi,NoName,NoName
20260403195345_0201,20260403195345,一般卓,1,2,0,パシフィック,クニエ,Matchi,NoName,パシフィック
20260403195345_0202,20260403195345,一般卓,2,0,0,パシフィック,クニエ,Matchi,NoName,パシフィック
20260403195345_0300,20260403195345,一般卓,0,0,1,パシフィック,クニエ,Matchi,NoName,クニエ
20260403201745_0000,20260403201745,上級卓,0,0,1,パシフィック,srvjimi,michi3,NoName,srvjimi
20260403201745_0100,20260403201745,上級卓,0,0,2,パシフィック,srvjimi,michi3,NoName,michi3
20260403201745_0200,20260403201745,上級卓,0,0,3,パシフィック,srvjimi,michi3,NoName,NoName
